id;date;x;y
3;02/06/2019 16:45;47.22544098;-2.423650026
30;02/06/2019 16:45;47.22219849;-2.42166996
32;02/06/2019 16:45;47.2213707;-2.423779964
33;02/06/2019 16:45;47.22499847;-2.423700094
34;02/06/2019 16:45;47.22370148;-2.427299976
35;02/06/2019 16:45;47.22365952;-2.415450096
36;02/06/2019 16:45;47.22090149;-2.429100037
38;02/06/2019 16:45;47.22200012;-2.411600113
39;02/06/2019 16:45;47.22529984;-2.418200016
4;02/06/2019 16:45;47.22166061;-2.417900085
40;02/06/2019 16:45;47.22486877;-2.423160076
41;02/06/2019 16:45;47.21849823;-2.421600103
42;02/06/2019 16:45;47.21871185;-2.422130108
43;02/06/2019 16:45;47.22063065;-2.420909882
44;02/06/2019 16:45;47.21850967;-2.425879955
45;02/06/2019 16:45;47.21857834;-2.426480055
46;02/06/2019 16:45;47.217659;-2.422869921
47;02/06/2019 16:45;47.22238159;-2.420949936
48;02/06/2019 16:45;47.21968842;-2.426970005
5;02/06/2019 16:45;47.22190094;-2.428900003
6;02/06/2019 16:45;47.22595978;-2.419130087
7;02/06/2019 16:45;47.22340012;-2.426609993
8;02/06/2019 16:45;47.2239418;-2.420399904
9;02/06/2019 16:45;47.22557831;-2.418649912
21;02/06/2019 16:45;47.22000122;-2.414299965
31;02/06/2019 16:45;47.21900177;-2.428319931
20;02/06/2019 16:46;47.22069931;-2.430900097
1;02/06/2019 16:50;47.22278976;-2.43249011
10;02/06/2019 16:50;47.22200012;-2.432399988
11;02/06/2019 16:50;47.21921158;-2.423120022
12;02/06/2019 16:50;47.21849823;-2.427400112
13;02/06/2019 16:50;47.21839905;-2.425600052
14;02/06/2019 16:50;47.2195015;-2.4296
15;02/06/2019 16:50;47.22206879;-2.431699991
17;02/06/2019 16:50;47.22520065;-2.432499886
18;02/06/2019 16:50;47.21820068;-2.423500061
19;02/06/2019 16:50;47.21828079;-2.424779892
2;02/06/2019 16:50;47.22119904;-2.431499958
20;02/06/2019 16:50;47.22679901;-2.433099985
21;02/06/2019 16:50;47.21870041;-2.423099995
